text,timestamp,label
se,"[345.955, 346.035]",O
před,"[346.075, 346.255]",O
ním,"[346.295, 346.595]",O
otevřete,"[346.675, 347.12]",L
a,"[348.416, 348.456]",L
ukážete,"[348.496, 349.076]",L
mu,"[349.096, 349.196]",L
všechnu,"[349.216, 349.517]",L
tu,"[349.577, 349.677]",L
"lásku,","[349.697, 350.24]",L
co,"[351.137, 351.217]",O
v,"[351.237, 351.277]",O
sobě,"[351.297, 351.578]",O
máte.,"[351.598, 351.78]",O
A,"[352.978, 353.018]",O
necháte,"[353.058, 353.418]",O
se,"[353.458, 353.538]",O
od,"[353.579, 353.659]",O
něj,"[353.679, 353.799]",O
znásilnit.,"[353.819, 354.399]",O
