text,timestamp,label
pour,"[368.882, 368.982]",O
les,"[369.002, 369.062]",O
bonnes,"[369.102, 369.282]",O
raisons...,"[369.302, 369.54]",O
Alors,"[370.422, 370.562]",O
que,"[370.602, 370.722]",O
quand,"[370.742, 370.902]",O
tu,"[370.922, 371.022]",O
demandes,"[371.042, 371.283]",O
à,"[371.303, 371.323]",O
un,"[371.363, 371.443]",O
"gamin,","[371.483, 371.74]",O
c'est,"[372.703, 372.883]",O
tellement,"[372.903, 373.343]",O
simple !,"[373.383, 373.643]",O
Bah,"[375.402, 375.522]",O
alors,"[375.542, 375.802]",O
"Théo,","[375.822, 376.062]",O
il,"[376.423, 376.643]",O
paraît,"[376.683, 376.823]",O
que,"[376.843, 376.903]",O
t'es,"[376.923, 377.003]",O
amoureux,"[377.023, 377.283]",O
"d'Isabelle,","[377.303, 378.004]",O
pourquoi ?,"[378.024, 378.724]",O
Parce,"[378.764, 378.884]",O
qu'elle,"[378.924, 379.104]",O
court,"[379.144, 379.304]",L
vite !,"[379.324, 380.04]",L
C'est,"[383.447, 383.607]",L
"facile,","[383.647, 384.547]",L
c'est,"[384.587, 384.788]",L
"facile,","[384.828, 385.548]",L
"limpide,","[385.588, 385.96]",L
et,"[386.989, 387.069]",O
moi,"[387.089, 387.229]",O
je,"[387.269, 387.369]",O
pense,"[387.409, 388.149]",O
que,"[388.189, 388.29]",O
pour,"[388.31, 388.47]",O
savoir,"[388.51, 388.71]",O
si,"[388.75, 388.81]",O
t'es,"[388.87, 389.03]",O
vraiment,"[389.07, 389.37]",O
"amoureux,","[389.41, 390.031]",O
manifestement,"[390.071, 390.451]",O
t'as,"[390.471, 390.631]",O
l'air,"[390.651, 390.791]",O
sûr,"[390.811, 390.931]",O
de,"[390.951, 391.031]",O
"toi,","[391.051, 391.231]",O
mais,"[391.251, 391.371]",O
pour,"[391.391, 391.531]",O
les,"[391.551, 391.631]",O
"autres,","[391.692, 392.532]",O
ou,"[392.572, 392.632]",O
quand,"[392.652, 392.772]",O
tu,"[392.792, 392.872]",O
changes,"[392.892, 393.052]",O
de,"[393.072, 393.112]",O
"nana,","[393.132, 393.473]",O
je,"[393.493, 393.573]",O
sais,"[393.593, 393.673]",O
"pas,","[393.693, 393.753]",L
"peut-être,","[393.773, 393.94]",L
pour,"[396.014, 396.154]",O
savoir,"[396.194, 396.394]",O
si,"[396.414, 396.474]",O
t'es,"[396.534, 396.674]",O
vraiment,"[396.714, 396.955]",O
"amoureux,","[396.995, 397.32]",O
il,"[398.415, 398.515]",O
faut,"[398.535, 398.716]",O
se,"[398.756, 398.856]",O
"masturber,","[398.896, 399.28]",L
c'est,"[401.057, 401.277]",O
extrêmement,"[401.317, 401.677]",O
sérieux,"[401.697, 401.897]",O
ce,"[401.917, 401.957]",O
que,"[401.977, 402.038]",O
je,"[402.058, 402.098]",O
suis,"[402.118, 402.198]",O
en,"[402.218, 402.258]",O
train,"[402.278, 402.378]",O
de,"[402.398, 402.438]",O
vous,"[402.458, 402.538]",L
dire.,"[402.558, 402.678]",L
Pourquoi ?,"[404.381, 405.181]",O
Parce,"[405.221, 405.382]",O
qu'après,"[405.402, 405.722]",O
un,"[405.782, 405.862]",O
"orgasme,","[405.902, 407.202]",O
la,"[407.242, 407.323]",O
personne,"[407.363, 408.063]",O
à,"[408.083, 408.123]",O
laquelle,"[408.163, 408.403]",O
on,"[408.443, 408.523]",O
tient,"[408.563, 408.783]",O
"vraiment,","[408.823, 409.34]",O
on,"[410.364, 410.444]",O
a,"[410.504, 410.624]",O
toujours,"[410.664, 410.944]",O
envie,"[411.004, 411.164]",O
qu'elle,"[411.204, 411.405]",O
soit,"[411.445, 411.585]",O
"là,","[411.625, 411.76]",O
contrairement,"[413.386, 414.146]",O
à,"[414.186, 414.346]",O
beaucoup,"[414.386, 414.686]",L
"d'autres,","[414.726, 415.42]",L
et,"[417.328, 417.448]",O
là,"[417.488, 417.528]",O
il,"[417.548, 417.588]",O
y,"[417.648, 417.708]",O
a,"[417.728, 417.748]",O
un,"[417.768, 417.848]",O
silence,"[417.868, 418.188]",O
gêné,"[418.228, 418.448]",O
qui,"[418.468, 418.528]",O
est,"[418.548, 418.608]",O
en,"[418.628, 418.668]",O
train,"[418.688, 418.808]",O
de,"[418.828, 418.888]",O
s'installer,"[418.928, 419.289]",O
à,"[419.329, 419.369]",O
"Montreux,","[419.409, 419.7]",L
je,"[421.69, 421.83]",O
"sais,","[421.87, 422.06]",O
je,"[423.311, 423.451]",O
"gère,","[423.511, 423.8]",L
c'est,"[427.453, 427.593]",O
parce,"[427.633, 427.773]",O
que,"[427.813, 428.013]",O
nombreux,"[428.053, 428.513]",O
parmi,"[428.553, 428.833]",O
vous,"[428.873, 429.053]",O
sont,"[429.073, 429.193]",O
en,"[429.213, 429.253]",O
train,"[429.273, 429.414]",O
de,"[429.434, 429.514]",O
se,"[429.554, 429.654]",O
dire,"[429.694, 430.294]",O
qu'ils,"[430.314, 430.454]",O
vont,"[430.474, 430.614]",O
faire,"[430.654, 430.834]",O
du,"[430.854, 430.934]",O
tri,"[430.974, 431.214]",O
à,"[431.234, 431.254]",O
la,"[431.315, 431.375]",O
maison,"[431.395, 431.655]",O
tout,"[431.695, 431.835]",O
à,"[431.855, 431.895]",L
l'heure.,"[431.935, 432.075]",L
Cette,"[435.592, 435.792]",O
technique,"[435.832, 436.232]",O
"fonctionne,","[436.272, 437.233]",O
pourquoi ?,"[437.253, 437.68]",O
Parce,"[438.513, 438.613]",O
qu'on,"[438.633, 438.773]",O
n'est,"[438.793, 438.913]",O
jamais,"[438.953, 439.133]",O
aussi,"[439.173, 439.433]",O
"bête,","[439.473, 440.054]",O
aussi,"[440.094, 440.374]",O
"irrationnel,","[440.434, 440.92]",O
que,"[442.134, 442.354]",O
juste,"[442.374, 442.614]",O
avant,"[442.654, 442.914]",O
un,"[442.974, 443.034]",O
"orgasme,","[443.075, 443.635]",O
quand,"[443.655, 443.775]",O
on,"[443.835, 443.915]",O
est,"[443.955, 444.035]",O
excité,"[444.075, 444.955]",O
c'est,"[444.995, 445.095]",O
pour,"[445.115, 445.215]",O
ça,"[445.235, 445.355]",O
que,"[445.395, 445.515]",O
tous,"[445.555, 445.655]",O
les,"[445.695, 445.755]",O
jours,"[445.775, 445.915]",O
aux,"[445.975, 446.055]",O
"urgences,","[446.095, 446.356]",O
il,"[446.416, 446.476]",O
y,"[446.496, 446.516]",O
a,"[446.536, 446.556]",O
des,"[446.576, 446.636]",O
types,"[446.656, 446.816]",O
qui,"[446.836, 446.916]",O
se,"[446.936, 446.996]",O
pointent,"[447.016, 447.216]",O
avec,"[447.256, 447.416]",O
des,"[447.436, 447.516]",O
action,"[447.576, 447.856]",O
men,"[447.876, 448.036]",O
coincés,"[448.056, 448.296]",O
dans,"[448.316, 448.396]",O
le,"[448.416, 448.476]",O
cul,"[448.496, 448.6]",L
et,"[452.438, 452.638]",O
"parallèlement,","[452.658, 453.28]",L
on,"[454.398, 454.498]",O
n'est,"[454.518, 454.718]",O
jamais,"[454.758, 454.998]",O
aussi,"[455.038, 455.359]",O
lucide,"[455.419, 455.88]",O
que,"[456.919, 457.079]",O
juste,"[457.119, 457.319]",O
après,"[457.359, 457.639]",O
avoir,"[457.699, 457.979]",O
"joui,","[458.019, 458.24]",O
c'est,"[459.5, 459.62]",O
pour,"[459.64, 459.74]",O
ça,"[459.76, 459.84]",O
que,"[459.86, 459.92]",O
ça,"[459.94, 460.04]",O
nous,"[460.08, 460.16]",O
est,"[460.18, 460.3]",O
tous,"[460.32, 460.52]",O
déjà,"[460.56, 460.78]",O
arrivé,"[460.8, 461.341]",O
de,"[461.381, 461.441]",O
finir,"[461.461, 461.721]",O
de,"[461.761, 461.801]",O
faire,"[461.841, 462.001]",O
l'amour,"[462.041, 462.241]",O
et,"[462.261, 462.321]",O
d'être,"[462.341, 462.501]",O
là.,"[462.521, 462.581]",L
"Putain,","[471.872, 471.993]",O
mais,"[472.013, 472.093]",O
il,"[472.133, 472.173]",O
faut,"[472.193, 472.274]",O
absolument,"[472.294, 472.535]",O
que,"[472.555, 472.615]",O
je,"[472.635, 472.675]",O
la,"[472.695, 472.735]",O
paye,"[472.775, 472.936]",O
cette,"[472.976, 473.116]",O
facture,"[473.136, 473.377]",O
téléphonique !,"[473.417, 476.527]",O
Merci,"[476.587, 476.788]",O
beaucoup,"[476.828, 477.049]",O
mon,"[477.089, 477.169]",O
"treuil,","[477.189, 477.33]",O
passez,"[477.35, 477.49]",O
une,"[477.51, 477.571]",O
très,"[477.591, 477.671]",O
bonne,"[477.711, 477.831]",O
soirée.,"[477.851, 478.052]",O
