text,timestamp,label
"Yeah,","[289.271, 289.651]",O
so,"[289.671, 289.771]",O
not,"[289.811, 289.951]",O
a,"[289.991, 290.011]",O
typical,"[290.051, 290.471]",O
"upbringing,","[290.571, 291.051]",O
do,"[291.071, 291.111]",O
you,"[291.131, 291.211]",O
know,"[291.231, 291.351]",O
what,"[291.371, 291.451]",O
I,"[291.471, 291.491]",O
mean?,"[291.511, 291.631]",O
But,"[291.671, 291.731]",O
you,"[291.751, 291.872]",O
never,"[291.892, 292.052]",O
think,"[292.092, 292.252]",O
how,"[292.292, 292.392]",O
you're,"[292.432, 292.612]",O
growing,"[292.632, 292.932]",O
up,"[293.032, 293.352]",O
is,"[293.372, 293.412]",O
abnormal,"[293.512, 293.932]",O
while,"[293.952, 294.112]",O
you're,"[294.132, 294.272]",O
in,"[294.292, 294.352]",O
"it,","[294.392, 294.472]",O
"though,","[294.492, 294.712]",O
right?,"[294.732, 294.892]",O
"Like,","[294.912, 295.032]",O
I,"[295.072, 295.132]",O
remember,"[295.172, 295.532]",O
growing,"[295.572, 295.852]",O
up,"[295.952, 296.052]",O
in,"[296.112, 296.212]",O
high,"[296.252, 296.412]",O
"school,","[296.492, 296.852]",O
you,"[298.153, 298.233]",O
"know,","[298.253, 298.393]",O
people,"[298.553, 298.913]",O
who,"[299.033, 299.313]",O
had,"[299.453, 299.833]",O
normal,"[300.213, 300.613]",O
parents,"[300.673, 301.153]",O
would,"[301.253, 301.393]",O
tend,"[301.433, 301.613]",O
to,"[301.633, 301.693]",O
complain,"[301.733, 302.113]",O
about,"[302.153, 302.353]",O
them,"[302.413, 302.533]",O
quite,"[302.593, 302.773]",O
a,"[302.813, 302.833]",O
"lot,","[302.893, 303.133]",O
which,"[303.173, 303.333]",O
I,"[303.373, 303.453]",O
found,"[303.493, 303.694]",O
"interesting,","[303.754, 304.274]",O
right?,"[304.314, 304.554]",O
"Like,","[304.594, 304.754]",O
I,"[305.054, 305.094]",O
remember,"[305.114, 305.414]",O
I,"[305.454, 305.514]",O
said,"[305.554, 305.774]",O
to,"[305.834, 306.074]",O
a,"[306.134, 306.154]",O
friend,"[306.234, 306.474]",O
in,"[306.514, 306.594]",O
high,"[306.634, 306.814]",O
"school,","[306.874, 307.134]",O
"like,","[307.174, 307.394]",O
my,"[308.454, 308.614]",O
mom's,"[308.654, 309.034]",O
crazy.,"[309.134, 309.635]",O
She'd,"[310.235, 310.395]",O
be,"[310.415, 310.495]",O
"like,","[310.535, 310.675]",O
"oh,","[310.755, 310.835]",O
my,"[310.855, 310.975]",O
"god,","[310.995, 311.255]",O
I,"[311.275, 311.295]",O
know,"[311.695, 311.795]",O
what,"[311.815, 311.895]",O
you,"[311.935, 312.035]",O
mean.,"[312.075, 312.295]",O
"Like,","[312.595, 312.755]",O
"yesterday,","[312.815, 313.355]",O
when,"[313.615, 313.735]",O
I,"[313.775, 313.835]",O
wasn't,"[313.875, 314.115]",O
"home,","[314.175, 314.435]",O
my,"[314.815, 314.975]",O
mom,"[315.015, 315.215]",O
went,"[315.235, 315.375]",O
into,"[315.415, 315.636]",O
my,"[315.676, 315.816]",O
room,"[315.856, 316.116]",O
and,"[316.816, 316.956]",O
cleaned,"[317.056, 317.416]",O
it.,"[317.516, 317.556]",O
And,"[319.184, 319.264]",O
I'd,"[319.284, 319.384]",O
be,"[319.404, 319.464]",O
"like,","[319.504, 319.604]",O
"yeah,","[319.645, 319.985]",O
exactly.,"[320.025, 320.625]",O
"Like,","[320.706, 320.906]",O
when,"[320.946, 321.046]",O
I,"[321.066, 321.126]",O
was,"[321.166, 321.286]",O
"seven,","[321.326, 321.646]",O
my,"[321.707, 321.827]",O
mom,"[321.847, 322.027]",O
used,"[322.067, 322.187]",O
to,"[322.227, 322.287]",O
make,"[322.327, 322.447]",O
me,"[322.467, 322.527]",O
hold,"[322.567, 322.708]",O
the,"[322.748, 322.808]",O
wheel,"[322.828, 323.008]",O
while,"[323.048, 323.188]",O
she,"[323.208, 323.288]",O
lit,"[323.328, 323.448]",O
her,"[323.468, 323.548]",O
"cigarettes,","[323.568, 324.069]",O
right?,"[324.129, 324.449]",O
And,"[324.529, 324.629]",L
"like,","[324.669, 324.95]",L
she,"[325.831, 325.931]",O
wouldn't,"[325.951, 326.131]",O
even,"[326.151, 326.311]",O
pass,"[326.351, 326.671]",O
me,"[326.711, 326.811]",O
one.,"[326.952, 327.092]",O
Talk,"[327.132, 327.312]",O
about,"[327.352, 327.532]",O
mind,"[327.572, 327.832]",L
"games,","[327.893, 328.313]",L
you,"[328.333, 328.433]",L
know,"[328.473, 328.613]",L
what,"[328.633, 328.733]",L
I,"[328.753, 328.773]",L
mean?,"[328.793, 329.014]",L
But,"[331.647, 331.767]",O
I'll,"[331.787, 331.927]",O
leave,"[331.947, 332.067]",O
you,"[332.087, 332.167]",O
with,"[332.187, 332.307]",O
this.,"[332.347, 332.587]",O
You,"[332.988, 333.088]",O
guys,"[333.108, 333.228]",O
have,"[333.268, 333.368]",O
been,"[333.408, 333.528]",O
lovely.,"[333.548, 333.868]",O
I,"[334.108, 334.168]",O
get,"[334.208, 334.308]",O
this,"[334.328, 334.488]",O
a,"[334.508, 334.548]",O
lot,"[334.588, 334.828]",O
in,"[335.168, 335.248]",O
my,"[335.288, 335.389]",O
personal,"[335.429, 335.849]",O
life.,"[335.889, 336.129]",O
When,"[336.329, 336.489]",O
people,"[336.509, 336.709]",O
find,"[336.749, 336.889]",O
out,"[336.949, 337.049]",O
I,"[337.109, 337.189]",O
do,"[337.229, 337.449]",O
stand-up,"[337.529, 337.89]",O
"comedy,","[337.93, 338.33]",O
they'll,"[338.37, 338.57]",O
say,"[338.61, 338.71]",O
to,"[338.75, 338.79]",O
"me,","[338.83, 338.93]",O
"wow,","[339.01, 339.41]",O
"Crystal,","[339.49, 340.01]",O
you,"[340.471, 340.571]",O
do,"[340.591, 340.711]",O
stand-up?,"[340.771, 341.331]",O
"God,","[341.411, 341.631]",O
that,"[341.671, 341.811]",O
is,"[341.891, 342.011]",O
so,"[342.311, 342.491]",O
brave.,"[342.571, 343.012]",O
I,"[343.372, 343.412]",O
could,"[343.452, 343.592]",O
never,"[343.612, 343.812]",O
do,"[343.852, 343.992]",O
that.,"[344.032, 344.272]",O
And,"[344.472, 344.552]",O
I'm,"[344.572, 344.672]",O
"like,","[344.712, 344.932]",O
you,"[345.413, 345.513]",O
think,"[345.533, 345.693]",O
I'm,"[345.793, 345.933]",O
brave?,"[345.993, 346.333]",O
There's,"[346.793, 346.993]",O
people,"[347.033, 347.233]",O
who,"[347.273, 347.393]",O
do,"[347.413, 347.493]",O
this,"[347.533, 347.673]",O
that,"[347.733, 347.894]",O
suck.,"[347.954, 348.274]",L
They're,"[348.354, 348.694]",L
the,"[348.714, 348.74]",L
real,"[350.174, 350.375]",L
heroes.,"[350.415, 350.835]",L
"OK,","[351.095, 351.215]",L
thank,"[351.255, 351.415]",L
you,"[351.455, 351.515]",O
very,"[351.535, 351.755]",O
much.,"[351.775, 351.935]",O
I'm,"[352.015, 352.115]",O
Crystal,"[352.135, 352.295]",O
Evans.,"[352.315, 352.555]",O
Enjoy,"[352.575, 352.796]",O
the,"[352.836, 352.936]",O
rest,"[352.996, 353.096]",O
of,"[353.116, 353.156]",O
your,"[353.176, 353.296]",O
night.,"[353.356, 353.616]",O
